SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,222 Roslindale Ave #2,Boston,MA,02131,619000,3,2.0,Roslindale,1300,4400,2020,8,476,175,Active,,,http://www.redfin.com/MA/Roslindale/222-Roslindale-Ave-02131/unit-2/home/170155310,MLS PIN,72625871,N,Y,42.2805238,-71.1384227
MLS Listing,,Single Family Residential,54 Lake St,Boston,MA,02135,1200000,7,4.0,Brighton,4094,7419,1905,8,293,,Active,March-8-2020 01:00 PM,March-8-2020 02:30 PM,http://www.redfin.com/MA/Brighton/54-Lake-St-02135/home/9045283,MLS PIN,72625837,N,Y,42.3425026,-71.1657158
MLS Listing,,Condo/Co-op,14 Melvin Ave #7,Boston,MA,02135,484999,2,1.0,Boston,814,814,1910,8,596,480,Active,March-8-2020 12:30 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/14-Melvin-Ave-02135/unit-7/home/9001905,MLS PIN,72625802,N,Y,42.3445254,-71.1410818
MLS Listing,,Condo/Co-op,50 Hichborn #311,Boston,MA,02135,989000,2,2.0,Brighton,1037,,2020,8,954,452,Active,,,http://www.redfin.com/MA/Boston/50-Hichborn-St-02135/unit-311/home/170711236,MLS PIN,72625780,N,Y,42.3557313,-71.1429341
MLS Listing,,Condo/Co-op,50 Hichborn #208,Boston,MA,02135,1025000,2,2.0,Brighton,1187,,2020,8,864,490,Active,,,http://www.redfin.com/MA/Boston/50-Hichborn-St-02135/unit-208/home/170710704,MLS PIN,72625779,N,Y,42.3557313,-71.1429341
MLS Listing,,Condo/Co-op,50 Hichborn #310,Boston,MA,02135,725000,1,1.0,Brighton,666,,2020,8,1089,329,Active,,,http://www.redfin.com/MA/Boston/50-Hichborn-St-02135/unit-310/home/170710699,MLS PIN,72625777,N,Y,42.3557313,-71.1429341
MLS Listing,,Condo/Co-op,50 Hichborn #212,Boston,MA,02135,570000,1,1.0,Brighton,507,,2020,8,1124,271,Active,,,http://www.redfin.com/MA/Boston/50-Hichborn-St-02135/unit-212/home/170710063,MLS PIN,72625773,N,Y,42.3557313,-71.1429341
MLS Listing,,Condo/Co-op,50 Hichborn #101,Boston,MA,02135,999000,2,2.0,Brighton,979,,2020,8,1020,502,Active,,,http://www.redfin.com/MA/Boston/50-Hichborn-St-02135/unit-101/home/170709563,MLS PIN,72625767,N,Y,42.3557313,-71.1429341
MLS Listing,,Single Family Residential,18 Chestnut St,Boston,MA,02129,1995000,3,2.0,Charlestown,3379,1500,1860,8,590,,Active,,,http://www.redfin.com/MA/Charlestown/18-Chestnut-St-02129/home/9057155,MLS PIN,72625725,N,Y,42.374032,-71.0589928
MLS Listing,,Condo/Co-op,45 1St Ave #110,Boston,MA,02129,799900,2,2.0,Charlestown,1036,,2015,8,772,597,Active,March-8-2020 01:00 PM,March-8-2020 03:00 PM,http://www.redfin.com/MA/Boston/45-1st-Ave-02129/unit-110/home/114036835,MLS PIN,72625568,N,Y,42.3761429,-71.0529662
MLS Listing,,Multi-Family (2-4 Unit),74 Park St,Boston,MA,02132,849000,4,3.0,West Roxbury,2187,5368,1910,8,388,,Active,,,http://www.redfin.com/MA/West-Roxbury/74-Park-St-02132/home/9209038,MLS PIN,72625522,N,Y,42.2857164,-71.1569432
MLS Listing,,Multi-Family (2-4 Unit),76 Revere St,Boston,MA,02114,2100000,3,2.0,Beacon Hill,2456,651,1890,8,855,,Active,,,http://www.redfin.com/MA/Boston/76-Revere-St-02114/home/9256850,MLS PIN,72625502,N,Y,42.3594293,-71.0692279
MLS Listing,,Condo/Co-op,77-79 Willowwood St #1,Boston,MA,02124,310000,2,1.0,Dorchester,895,4000,1905,8,346,200,Active,March-8-2020 01:00 PM,March-8-2020 03:00 PM,http://www.redfin.com/MA/Boston/77-Willowwood-St-02124/unit-1/home/170683890,MLS PIN,72625489,N,Y,42.2836969,-71.0862104
MLS Listing,,Single Family Residential,186 West St,Boston,MA,02136,499000,3,2.0,Boston,864,5078,1955,8,578,,Active,,,http://www.redfin.com/MA/Hyde-Park/186-West-St-02136/home/9127300,MLS PIN,72625441,N,Y,42.2628859,-71.1252396
MLS Listing,,Condo/Co-op,331 Chelsea #1,Boston,MA,02128,599900,2,2.0,Boston,1015,2240,2020,9,591,242,Active,March-8-2020 12:00 PM,March-8-2020 01:00 PM,http://www.redfin.com/MA/Boston/331-Chelsea-St-02128/unit-1/home/167954115,MLS PIN,72625400,N,Y,42.3776852,-71.0293709
MLS Listing,,Condo/Co-op,121 Portland St #302,Boston,MA,02114,874999,1,1.5,Beacon Hill,942,,2017,9,929,589,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-302/home/113069105,MLS PIN,72625383,N,Y,42.3635856,-71.0604741
MLS Listing,,Condo/Co-op,2 Claremont Park #1,Boston,MA,02118,699000,1,1.0,South End,836,,1860,9,836,174,Active,,,http://www.redfin.com/MA/Boston/2-Claremont-Park-02118/unit-1/home/9283549,MLS PIN,72625346,N,Y,42.3417336,-71.0810598
MLS Listing,,Condo/Co-op,21 Bowdoin Unit 1C,Boston,MA,02114,650000,2,1.0,Beacon Hill,619,,1890,9,1050,548,Active,,,http://www.redfin.com/MA/Boston/21-Bowdoin-St-02114/unit-1C/home/9276039,MLS PIN,72625255,N,Y,42.3606317,-71.0630277
MLS Listing,,Condo/Co-op,159 W Brookline St #2,Boston,MA,02118,629000,1,1.0,South End,544,2506,1890,9,1156,248,Active,March-8-2020 12:00 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/159-W-Brookline-St-02118/unit-2/home/9282597,MLS PIN,72625228,N,Y,42.3425565,-71.0755704
MLS Listing,,Condo/Co-op,161-163 N St #1,Boston,MA,02127,599900,2,1.0,South Boston,858,1137,1905,9,699,130,Active,,,http://www.redfin.com/MA/Boston/161-North-St-02127/unit-1/home/11739794,MLS PIN,72625180,N,Y,42.3326668,-71.0314262
MLS Listing,,Townhouse,199 Coolidge Ave #506,Watertown,MA,02472,699900,2,2.5,Watertown,1420,,1986,9,493,1651,Active,March-8-2020 11:30 AM,March-8-2020 01:00 PM,http://www.redfin.com/MA/Watertown/199-Coolidge-Ave-02472/unit-506/home/11702699,MLS PIN,72625153,N,Y,42.3660354,-71.1451535
MLS Listing,,Single Family Residential,66 Montclair Ave,Boston,MA,02132,970000,5,3.0,West Roxbury,3254,6942,1882,9,298,,Active,,,http://www.redfin.com/MA/West-Roxbury/66-Montclair-Ave-02132/home/9169939,MLS PIN,72625124,N,Y,42.2914309,-71.141347
MLS Listing,,Condo/Co-op,1241-1255 Adams St Unit F310,Boston,MA,02124,419900,1,1.0,Boston,802,,1990,9,524,612,Active,March-8-2020 01:00 PM,March-8-2020 03:00 PM,http://www.redfin.com/MA/Boston/1241-Adams-St-02124/unit-F310/home/170676105,MLS PIN,72625085,N,Y,42.2720044,-71.0681653
MLS Listing,,Condo/Co-op,25 Channel Center St #206,Boston,MA,02210,1199000,1,2.0,Seaport District,1398,,2004,9,858,679,Active,March-8-2020 12:30 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/Boston/25-Channel-Center-St-02210/unit-206/home/9326614,MLS PIN,72625083,N,Y,42.3460654,-71.0507949
MLS Listing,,Condo/Co-op,621 E 1st St Unit C6,Boston,MA,02127,1599000,2,2.0,South Boston,1772,,2017,9,902,394,Active,March-8-2020 11:30 AM,March-8-2020 01:00 PM,http://www.redfin.com/MA/Boston/621-E-1st-St-02127/unit-C6/home/144923211,MLS PIN,72625042,N,Y,42.3379219,-71.0345943
MLS Listing,,Condo/Co-op,356 Seaver St #3,Boston,MA,02121,299000,2,1.0,Boston,1035,1035,1905,9,289,187,Active,,,http://www.redfin.com/MA/Boston/356-Seaver-St-02121/unit-3/home/18995541,MLS PIN,72625035,N,Y,42.3047046,-71.0828086
MLS Listing,,Multi-Family (2-4 Unit),11 Minton St,Boston,MA,02130,1250000,8,6.0,Jamaica Plain,2608,2635,1900,9,479,,Active,,,http://www.redfin.com/MA/Jamaica-Plain/11-Minton-St-02130/home/9145895,MLS PIN,72624988,N,Y,42.313125,-71.1041259
MLS Listing,,Condo/Co-op,45 First Ave #308,Boston,MA,02129,849000,2,2.0,Charlestown,1036,,2015,9,819,632,Active,March-8-2020 11:30 AM,March-8-2020 12:30 PM,http://www.redfin.com/MA/Boston/45-1st-Ave-02129/unit-308/home/114036848,MLS PIN,72624946,N,Y,42.3761429,-71.0529662
MLS Listing,,Condo/Co-op,42 8th St #5518,Boston,MA,02129,515000,1,1.0,Charlestown's Navy Yard,644,,1899,9,800,593,Active,March-8-2020 12:00 PM,March-8-2020 01:00 PM,http://www.redfin.com/MA/Boston/42-8th-St-02129/unit-5518/home/9327493,MLS PIN,72624904,N,Y,42.3749988,-71.0520878
MLS Listing,,Condo/Co-op,881 E Second #15,Boston,MA,02127,1499999,3,2.5,South Boston's City Point,1694,,2015,9,885,469,Active,March-8-2020 11:00 AM,March-8-2020 12:30 PM,http://www.redfin.com/MA/Boston/881-E-2nd-St-02127/unit-15/home/80169570,MLS PIN,72624862,N,Y,42.3373057,-71.0276986
MLS Listing,,Townhouse,742 E 4Th St #2,Boston,MA,02127,719000,2,1.0,Boston,910,910,1875,9,790,178,Active,,,http://www.redfin.com/MA/Boston/742-E-4th-St-02127/unit-2/home/39912500,MLS PIN,72624852,N,Y,42.3350098,-71.034811
MLS Listing,,Condo/Co-op,47-49 Rosseter St #2,Boston,MA,02121,449000,2,1.0,Dorchester,1118,,1905,9,402,119,Active,March-8-2020 12:30 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/47-Rosseter-St-02121/unit-000002/home/9074982,MLS PIN,72624808,N,Y,42.3037739,-71.0753085
MLS Listing,,Condo/Co-op,47-49 Rooseter St #1,Boston,MA,02121,649000,5,2.0,Dorchester,2053,,1905,9,316,172,Active,March-8-2020 12:30 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/47-Rosseter-St-02121/unit-1/home/170673639,MLS PIN,72624798,N,Y,42.3037739,-71.0753085
MLS Listing,,Single Family Residential,66 CREST St,Boston,MA,02132,949900,4,1.5,West Roxbury,1920,9405,1910,9,495,,Active,March-8-2020 01:00 PM,March-8-2020 03:00 PM,http://www.redfin.com/MA/West-Roxbury/66-Crest-St-02132/home/9207812,MLS PIN,72624776,N,Y,42.2887379,-71.1602852
MLS Listing,,Condo/Co-op,3 Anderson Pl Unit A,Boston,MA,02114,959000,2,1.0,Beacon Hill,969,969,1885,10,990,191,Active,March-10-2020 05:30 PM,March-10-2020 07:00 PM,http://www.redfin.com/MA/Boston/3-Anderson-St-02114/unit-A/home/40038899,MLS PIN,72624758,N,Y,42.3610671,-71.0678625
MLS Listing,,Vacant Land,14 Schuyler St,Boston,MA,02121,350000,,,Dorchester,,7011,,10,,,Active,,,http://www.redfin.com/MA/Boston/14-Schuyler-St-02121/home/9095189,MLS PIN,72624741,N,Y,42.307829,-71.085174
MLS Listing,,Single Family Residential,20 Polk St,Boston,MA,02129,1299000,4,2.5,Charlestown,2300,1263,1899,10,565,,Active,March-8-2020 01:00 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Charlestown/20-Polk-St-02129/home/9056604,MLS PIN,72624726,N,Y,42.3792846,-71.0612329
MLS Listing,,Condo/Co-op,278 Clarendon St #1,Boston,MA,02116,698000,1,1.0,Back Bay,767,767,1910,10,910,440,Active,,,http://www.redfin.com/MA/Boston/278-Clarendon-St-02116/unit-1/home/9237491,MLS PIN,72624677,N,Y,42.3539339,-71.0769925
MLS Listing,,Condo/Co-op,32 Shipway Pl #32,Boston,MA,02129,1129000,2,2.5,Charlestown's Navy Yard,1521,,1984,10,742,834,Active,March-8-2020 01:00 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/32-Shipway-Pl-02129/unit-32/home/170672139,MLS PIN,72624659,N,Y,42.3788766,-71.0521791
MLS Listing,,Multi-Family (5+ Unit),2747 Washington St,Boston,MA,02119,3750000,24,10.0,Roxbury,9275,5376,2017,10,404,,Active,,,http://www.redfin.com/MA/Boston/2747-Washington-St-02119/home/9293086,MLS PIN,72624645,N,Y,42.3227407,-71.0908409
MLS Listing,,Condo/Co-op,621 E First St Unit P1,Boston,MA,02127,100000,0,,Boston,9999,,2017,10,10,25,Active,,,http://www.redfin.com/MA/Boston/621-E-1st-St-02127/unit-P1/home/170671045,MLS PIN,72624581,N,Y,42.3379219,-71.0345943
MLS Listing,,Condo/Co-op,293-295 Commonwealth Ave Unit 2C,Boston,MA,02115,850000,2,1.0,Back Bay,793,,1899,10,1072,432,Active,,,http://www.redfin.com/MA/Boston/293-Commonwealth-Ave-02115/unit-2C/home/9246198,MLS PIN,72624580,N,Y,42.3503545,-71.0855943
MLS Listing,,Single Family Residential,100 Lexington St,Boston,MA,02128,699000,2,1.5,Boston,928,2500,1910,10,753,,Active,,,http://www.redfin.com/MA/Boston/100-Lexington-St-02128/home/9119509,MLS PIN,72624575,N,Y,42.3783047,-71.0362426
MLS Listing,,Condo/Co-op,39 Lexington St #3,Boston,MA,02128,640000,2,2.0,East Boston's Eagle Hill,968,,2019,10,661,300,Active,March-8-2020 02:00 PM,March-8-2020 04:00 PM,http://www.redfin.com/MA/Boston/39-Lexington-St-02128/unit-3/home/170670938,MLS PIN,72624562,N,Y,42.3773669,-71.0383501
MLS Listing,,Condo/Co-op,3531 Washington St #409,Boston,MA,02130,655000,1,1.5,Jamaica Plain,915,,2020,10,716,487,Active,,,http://www.redfin.com/MA/Boston/3531-Washington-St-02130/unit-409/home/170670311,MLS PIN,72624453,N,Y,42.3051613,-71.1090694
MLS Listing,,Townhouse,17 Cumberland St #1,Boston,MA,02116,2650000,2,2.5,Back Bay,1971,,2018,10,1344,1,Active,,,http://www.redfin.com/MA/Boston/17-Cumberland-St-02115/unit-1/home/144622340,MLS PIN,72624446,N,Y,42.3433623,-71.0819059
MLS Listing,,Condo/Co-op,85 E India Row Unit 19G,Boston,MA,02110,1185000,2,2.0,Waterfront,1211,,1970,10,979,1043,Active,,,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-19G/home/9261573,MLS PIN,72624440,N,Y,42.3581217,-71.0498232
MLS Listing,,Condo/Co-op,103 Dix St #2,Boston,MA,02122,649000,3,2.0,Dorchester,1240,,1905,10,523,191,Active,March-8-2020 12:00 PM,March-8-2020 01:00 PM,http://www.redfin.com/MA/Dorchester/103-Dix-St-02122/unit-2/home/170670236,MLS PIN,72624428,N,Y,42.2961189,-71.0567642
MLS Listing,,Condo/Co-op,361 Beacon St #3,Boston,MA,02116,8395000,4,3.5,Back Bay,3960,,1900,10,2120,1535,Active,,,http://www.redfin.com/MA/Boston/361-Beacon-St-02116/unit-3/home/147496827,MLS PIN,72624397,N,Y,42.3520936,-71.0839701
MLS Listing,,Condo/Co-op,65 Commercial Wharf #1,Boston,MA,02110,2650000,3,2.0,Waterfront,1943,,1832,10,1364,1318,Active,,,http://www.redfin.com/MA/Boston/65-Commercial-Wharf-02110/unit-1/home/40353346,MLS PIN,72624346,N,Y,42.3619901,-71.0498938
MLS Listing,,Condo/Co-op,16 Marmion #2,Boston,MA,02130,899999,3,2.0,Jamaica Plain,1450,,2019,10,621,325,Active,March-8-2020 12:00 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/Jamaica-Plain/16-Marmion-St-02130/unit-2/home/170669862,MLS PIN,72624341,N,Y,42.3125887,-71.1034216
MLS Listing,,Condo/Co-op,65 Lewis St #415,Boston,MA,02128,925000,2,2.0,East Boston,1075,,2019,10,860,875,Active,March-8-2020 01:00 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/65-Lewis-St-02128/unit-415/home/143115575,MLS PIN,72624276,N,Y,42.3665982,-71.0420609
MLS Listing,,Condo/Co-op,84 Berkeley St Unit 3F,Boston,MA,02116,827000,2,1.0,South End,885,,1900,10,934,331,Active,,,http://www.redfin.com/MA/Boston/84-Berkeley-St-02116/unit-3F/home/170668998,MLS PIN,72624216,N,Y,42.3472169,-71.071242
MLS Listing,,Condo/Co-op,65 Lewis St #412,Boston,MA,02128,1060000,2,2.0,East Boston,1066,,2019,10,994,932,Active,March-8-2020 12:30 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/Boston/65-Lewis-St-02128/unit-412/home/169197153,MLS PIN,72624206,N,Y,42.367142,-71.041588
MLS Listing,,Condo/Co-op,99 Sumner #402,Boston,MA,02128,1379900,2,2.0,East Boston,1251,,2021,10,1103,1224,Active,,,http://www.redfin.com/MA/Boston/99-Sumner-St-02128/unit-402/home/170668766,MLS PIN,72624175,N,Y,42.3699466,-71.0422541
MLS Listing,,Condo/Co-op,99 Sumner #511,Boston,MA,02128,1156869,2,2.0,East Boston,1126,,2021,10,1027,906,Active,March-21-2020 11:00 AM,March-21-2020 01:00 PM,http://www.redfin.com/MA/Boston/99-Sumner-St-02128/unit-511/home/170668765,MLS PIN,72624171,N,Y,42.3699466,-71.0422541
MLS Listing,,Condo/Co-op,99 Sumner #515,Boston,MA,02128,919000,1,1.0,East Boston,776,,2021,10,1184,707,Active,March-8-2020 11:00 AM,March-8-2020 01:00 PM,http://www.redfin.com/MA/Boston/99-Sumner-St-02128/unit-515/home/170668738,MLS PIN,72624170,N,Y,42.3699466,-71.0422541
MLS Listing,,Condo/Co-op,99 Sumner #409,Boston,MA,02128,624900,1,1.0,East Boston,698,,2021,10,895,450,Active,March-8-2020 11:00 AM,March-8-2020 01:00 PM,http://www.redfin.com/MA/Boston/99-Sumner-St-02128/unit-409/home/170668737,MLS PIN,72624167,N,Y,42.3699466,-71.0422541
MLS Listing,,Condo/Co-op,99 Sumner Ph 612,Boston,MA,02128,1349900,2,2.0,East Boston,1206,,2021,10,1119,937,Active,March-8-2020 11:00 AM,March-8-2020 01:00 PM,http://www.redfin.com/MA/Boston/99-Sumner-St-02128/unit-612/home/170668736,MLS PIN,72624166,N,Y,42.3699466,-71.0422541
MLS Listing,,Condo/Co-op,99 Sumner Ph 610,Boston,MA,02128,749900,1,1.0,East Boston,717,,2021,10,1046,498,Active,March-8-2020 11:00 AM,March-8-2020 01:00 PM,http://www.redfin.com/MA/Boston/99-Sumner-St-02128/unit-610/home/170668735,MLS PIN,72624163,N,Y,42.3699466,-71.0422541
MLS Listing,,Condo/Co-op,431 Columbus Ave #6,Boston,MA,02116,799950,3,1.0,South End,765,765,1899,10,1046,245,Active,March-8-2020 11:30 AM,March-8-2020 01:00 PM,http://www.redfin.com/MA/Boston/431-Columbus-Ave-02116/unit-6/home/9233578,MLS PIN,72624117,N,Y,42.3440876,-71.0778469
MLS Listing,,Condo/Co-op,15 Main St Unit B,Boston,MA,02129,589000,1,1.0,Charlestown,675,,1987,10,873,230,Active,March-8-2020 11:30 AM,March-8-2020 12:30 PM,http://www.redfin.com/MA/Boston/15-Main-St-02129/unit-B/home/9052233,MLS PIN,72624098,N,Y,42.372716,-71.061723
MLS Listing,,Condo/Co-op,9 Douglas St #4,Boston,MA,02127,774900,2,1.0,South Boston,805,,1915,10,963,200,Active,March-8-2020 12:30 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Boston/9-Douglas-St-02127/unit-4/home/170668361,MLS PIN,72624072,N,Y,42.3307922,-71.0428937
MLS Listing,,Condo/Co-op,36 Central Ave #6,Milton,MA,02186,799900,2,2.0,Milton,1570,,2010,10,509,607,Active,,,http://www.redfin.com/MA/Milton/36-Central-Ave-02186/unit-6/home/45406856,MLS PIN,72624006,N,Y,42.2689171,-71.0730745
MLS Listing,,Condo/Co-op,69 Cottage St #3,Boston,MA,02128,499999,1,1.0,East Boston's Jeffries Point,705,,2016,10,709,226,Active,,,http://www.redfin.com/MA/Boston/69-Cottage-St-02128/unit-3/home/109223126,MLS PIN,72623987,N,Y,42.3673369,-71.0353235
MLS Listing,,Condo/Co-op,250 Athens St #1,Boston,MA,02127,499000,1,1.0,South Boston,619,435,1905,10,806,135,Active,,,http://www.redfin.com/MA/Boston/250-Athens-St-02127/unit-1/home/9318791,MLS PIN,72623984,N,Y,42.3388523,-71.0496074
MLS Listing,,Condo/Co-op,1 Franklin St #1004,Boston,MA,02110,1899900,2,2.0,Midtown,1498,,2016,10,1268,1534,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-1004/home/145254387,MLS PIN,72623979,N,Y,42.3563166,-71.0595573
MLS Listing,,Single Family Residential,63 Constance Rd,Boston,MA,02132,899000,4,3.0,West Roxbury,2010,7475,1897,11,447,,Active,March-8-2020 02:00 PM,March-8-2020 03:30 PM,http://www.redfin.com/MA/West-Roxbury/63-Constance-Rd-02132/home/9217077,MLS PIN,72623941,N,Y,42.2747278,-71.1658087
MLS Listing,,Condo/Co-op,687 E Second St #8,Boston,MA,02127,1099000,2,2.0,South Boston,1530,1490,2014,11,718,497,Active,March-8-2020 12:00 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/Boston/687-E-2nd-St-02127/unit-8/home/109543721,MLS PIN,72623936,N,Y,42.3371413,-71.0357685
MLS Listing,,Condo/Co-op,9 Commonwealth Ct #15,Boston,MA,02135,400000,2,1.0,Boston,734,734,1964,11,545,474,Active,,,http://www.redfin.com/MA/Boston/9-Commonwealth-Ct-02135/unit-15/home/9014480,MLS PIN,72623932,N,Y,42.3460438,-71.1401698
MLS Listing,,Condo/Co-op,32 Mill St #1,Boston,MA,02122,650000,3,1.5,Boston,2000,,1831,11,325,384,Active,March-8-2020 12:00 PM,March-8-2020 01:30 PM,http://www.redfin.com/MA/Dorchester/32-Mill-St-02122/unit-1/home/170666373,MLS PIN,72623884,N,Y,42.2994317,-71.0517964
MLS Listing,,Townhouse,161 Mount Hope St #5,Boston,MA,02131,450000,3,1.5,Roslindale,1719,1950,1988,11,262,354,Active,March-8-2020 01:00 PM,March-8-2020 02:00 PM,http://www.redfin.com/MA/Roslindale/161-Mt-Hope-St-02131/unit-5/home/17900434,MLS PIN,72623852,N,Y,42.2812034,-71.113338
